Sentence	Entities
chúng tôi cung cấp món chả chay làm từ đậu hũ, nấm và rau củ xay nhuyễn, chiên vàng giòn, ăn kèm với cơm trắng hoặc bún, đem lại hương vị thơm ngon, bổ dưỡng.	"[{""start"": 47, ""end"": 50, ""label"": ""NGUYEN_LIEU""}, {""start"": 54, ""end"": 60, ""label"": ""NGUYEN_LIEU""}, {""start"": 39, ""end"": 45, ""label"": ""NGUYEN_LIEU""}, {""start"": 101, ""end"": 104, ""label"": ""NGUYEN_LIEU""}, {""start"": 116, ""end"": 119, ""label"": ""NGUYEN_LIEU""}, {""start"": 23, ""end"": 31, ""label"": ""NGUYEN_LIEU""}, {""start"": 27, ""end"": 31, ""label"": ""NGUYEN_LIEU""}, {""start"": 73, ""end"": 78, ""label"": ""CACH_CHE_BIEN""}, {""start"": 27, ""end"": 31, ""label"": ""CACH_CHE_BIEN""}, {""start"": 61, ""end"": 64, ""label"": ""CACH_CHE_BIEN""}]"
món bánh xèo chay, với lớp vỏ giòn tan, nhân đầy đủ từ đậu hũ, nấm và rau sống, chấm với nước mắm chay, tạo nên món ăn hấp dẫn và đậm đà.	"[{""start"": 89, ""end"": 97, ""label"": ""NGUYEN_LIEU""}, {""start"": 63, ""end"": 66, ""label"": ""NGUYEN_LIEU""}, {""start"": 94, ""end"": 97, ""label"": ""NGUYEN_LIEU""}, {""start"": 55, ""end"": 61, ""label"": ""NGUYEN_LIEU""}, {""start"": 70, ""end"": 78, ""label"": ""NGUYEN_LIEU""}, {""start"": 89, ""end"": 93, ""label"": ""NGUYEN_LIEU""}, {""start"": 89, ""end"": 102, ""label"": ""NGUYEN_LIEU""}, {""start"": 13, ""end"": 17, ""label"": ""NGUYEN_LIEU""}, {""start"": 119, ""end"": 122, ""label"": ""CACH_CHE_BIEN""}, {""start"": 13, ""end"": 17, ""label"": ""CACH_CHE_BIEN""}, {""start"": 4, ""end"": 8, ""label"": ""CACH_CHE_BIEN""}]"
món canh rau ngót nấu đậu hũ thanh mát, là món ăn dễ làm nhưng mang đến hương vị thơm ngon và bổ dưỡng, phù hợp cho bữa ăn gia đình.	"[{""start"": 22, ""end"": 28, ""label"": ""NGUYEN_LIEU""}, {""start"": 9, ""end"": 17, ""label"": ""NGUYEN_LIEU""}, {""start"": 4, ""end"": 8, ""label"": ""CACH_CHE_BIEN""}]"
rau muống xào tỏi, món ăn đơn giản nhưng không thể thiếu trong bữa cơm gia đình, rau muống giòn ngọt kết hợp với tỏi phi thơm lừng.	"[{""start"": 14, ""end"": 17, ""label"": ""NGUYEN_LIEU""}, {""start"": 0, ""end"": 9, ""label"": ""NGUYEN_LIEU""}, {""start"": 67, ""end"": 70, ""label"": ""NGUYEN_LIEU""}, {""start"": 10, ""end"": 13, ""label"": ""CACH_CHE_BIEN""}, {""start"": 10, ""end"": 12, ""label"": ""CACH_CHE_BIEN""}]"
món salad rau củ tươi ngon với cà chua, dưa leo, xà lách, cà rốt và một ít hạt điều rang, kết hợp với sốt dầu giấm nhẹ nhàng, tạo nên món ăn thanh mát, tốt cho sức khỏe.	"[{""start"": 58, ""end"": 64, ""label"": ""NGUYEN_LIEU""}, {""start"": 31, ""end"": 38, ""label"": ""NGUYEN_LIEU""}, {""start"": 110, ""end"": 114, ""label"": ""NGUYEN_LIEU""}, {""start"": 10, ""end"": 16, ""label"": ""NGUYEN_LIEU""}, {""start"": 40, ""end"": 47, ""label"": ""NGUYEN_LIEU""}, {""start"": 75, ""end"": 83, ""label"": ""NGUYEN_LIEU""}, {""start"": 116, ""end"": 118, ""label"": ""NGUYEN_LIEU""}, {""start"": 49, ""end"": 56, ""label"": ""NGUYEN_LIEU""}, {""start"": 106, ""end"": 109, ""label"": ""NGUYEN_LIEU""}, {""start"": 84, ""end"": 88, ""label"": ""CACH_CHE_BIEN""}, {""start"": 102, ""end"": 105, ""label"": ""CACH_CHE_BIEN""}, {""start"": 4, ""end"": 9, ""label"": ""CACH_CHE_BIEN""}, {""start"": 49, ""end"": 51, ""label"": ""CACH_CHE_BIEN""}]"
món rau cải xào nấm đơn giản nhưng giàu dinh dưỡng, với rau cải tươi xanh và nấm hương, xào với dầu mè tạo nên món ăn dễ ăn, thanh mát.	"[{""start"": 16, ""end"": 19, ""label"": ""NGUYEN_LIEU""}, {""start"": 77, ""end"": 86, ""label"": ""NGUYEN_LIEU""}, {""start"": 96, ""end"": 102, ""label"": ""NGUYEN_LIEU""}, {""start"": 4, ""end"": 11, ""label"": ""NGUYEN_LIEU""}, {""start"": 96, ""end"": 99, ""label"": ""NGUYEN_LIEU""}, {""start"": 12, ""end"": 15, ""label"": ""CACH_CHE_BIEN""}, {""start"": 12, ""end"": 14, ""label"": ""CACH_CHE_BIEN""}]"
món canh bí đao nấu tôm tươi, kết hợp với rau thơm, là món ăn nhẹ nhàng, thích hợp cho những buổi trưa nắng nóng.	"[{""start"": 20, ""end"": 23, ""label"": ""NGUYEN_LIEU""}, {""start"": 63, ""end"": 65, ""label"": ""NGUYEN_LIEU""}, {""start"": 20, ""end"": 28, ""label"": ""NGUYEN_LIEU""}, {""start"": 42, ""end"": 50, ""label"": ""NGUYEN_LIEU""}, {""start"": 95, ""end"": 97, ""label"": ""NGUYEN_LIEU""}, {""start"": 4, ""end"": 8, ""label"": ""CACH_CHE_BIEN""}]"
cải thảo xào nấm là món ăn đơn giản nhưng cực kỳ hấp dẫn, với vị ngọt tự nhiên từ rau cải thảo và nấm, xào với dầu hào chay, tạo nên món ăn thanh đạm.	"[{""start"": 111, ""end"": 118, ""label"": ""NGUYEN_LIEU""}, {""start"": 13, ""end"": 16, ""label"": ""NGUYEN_LIEU""}, {""start"": 0, ""end"": 8, ""label"": ""NGUYEN_LIEU""}, {""start"": 82, ""end"": 89, ""label"": ""NGUYEN_LIEU""}, {""start"": 111, ""end"": 123, ""label"": ""NGUYEN_LIEU""}, {""start"": 119, ""end"": 123, ""label"": ""NGUYEN_LIEU""}, {""start"": 111, ""end"": 114, ""label"": ""NGUYEN_LIEU""}, {""start"": 49, ""end"": 52, ""label"": ""CACH_CHE_BIEN""}, {""start"": 9, ""end"": 12, ""label"": ""CACH_CHE_BIEN""}, {""start"": 119, ""end"": 123, ""label"": ""CACH_CHE_BIEN""}, {""start"": 9, ""end"": 11, ""label"": ""CACH_CHE_BIEN""}]"
món su su xào tỏi, một món ăn dân dã nhưng rất dễ chế biến, su su giòn ngọt kết hợp với tỏi phi thơm tạo nên một món ăn hấp dẫn cho bữa tối.	"[{""start"": 14, ""end"": 17, ""label"": ""NGUYEN_LIEU""}, {""start"": 120, ""end"": 123, ""label"": ""CACH_CHE_BIEN""}, {""start"": 10, ""end"": 13, ""label"": ""CACH_CHE_BIEN""}, {""start"": 10, ""end"": 12, ""label"": ""CACH_CHE_BIEN""}]"
món rau đay nấu tôm chay là món ăn dân dã, với rau đay mềm mại nấu cùng tôm chay và nước dùng đậm đà, mang lại hương vị đậm đà khó quên.	"[{""start"": 16, ""end"": 19, ""label"": ""NGUYEN_LIEU""}, {""start"": 84, ""end"": 88, ""label"": ""NGUYEN_LIEU""}, {""start"": 20, ""end"": 24, ""label"": ""NGUYEN_LIEU""}, {""start"": 20, ""end"": 24, ""label"": ""CACH_CHE_BIEN""}]"
rau củ hấp thập cẩm, bao gồm các loại cà rốt, khoai tây, bông cải xanh, đậu que được hấp nhẹ nhàng để giữ nguyên chất dinh dưỡng, là lựa chọn lý tưởng cho một bữa ăn lành mạnh.	"[{""start"": 38, ""end"": 44, ""label"": ""NGUYEN_LIEU""}, {""start"": 72, ""end"": 79, ""label"": ""NGUYEN_LIEU""}, {""start"": 57, ""end"": 70, ""label"": ""NGUYEN_LIEU""}, {""start"": 0, ""end"": 6, ""label"": ""NGUYEN_LIEU""}, {""start"": 46, ""end"": 55, ""label"": ""NGUYEN_LIEU""}, {""start"": 90, ""end"": 92, ""label"": ""NGUYEN_LIEU""}, {""start"": 29, ""end"": 31, ""label"": ""NGUYEN_LIEU""}, {""start"": 46, ""end"": 49, ""label"": ""NGUYEN_LIEU""}, {""start"": 7, ""end"": 10, ""label"": ""CACH_CHE_BIEN""}, {""start"": 46, ""end"": 49, ""label"": ""CACH_CHE_BIEN""}]"
món đậu que xào tỏi với hạt điều rang, rau đậu que xanh mướt xào cùng tỏi và hạt điều rang giòn, tạo nên một món ăn dễ ăn nhưng bổ dưỡng.	"[{""start"": 4, ""end"": 11, ""label"": ""NGUYEN_LIEU""}, {""start"": 16, ""end"": 19, ""label"": ""NGUYEN_LIEU""}, {""start"": 58, ""end"": 60, ""label"": ""NGUYEN_LIEU""}, {""start"": 24, ""end"": 32, ""label"": ""NGUYEN_LIEU""}, {""start"": 12, ""end"": 15, ""label"": ""CACH_CHE_BIEN""}, {""start"": 33, ""end"": 37, ""label"": ""CACH_CHE_BIEN""}, {""start"": 12, ""end"": 14, ""label"": ""CACH_CHE_BIEN""}]"
chúng tôi phục vụ món súp bông cải xanh, với bông cải xanh tươi ngon, nước dùng ngọt tự nhiên, mang lại một bữa ăn bổ dưỡng và thanh mát cho cơ thể.	"[{""start"": 26, ""end"": 39, ""label"": ""NGUYEN_LIEU""}, {""start"": 70, ""end"": 74, ""label"": ""NGUYEN_LIEU""}]"
món nấm rơm xào hành tây, nấm rơm tươi ngon được xào với hành tây thơm phức, tạo nên món ăn thanh đạm nhưng đầy đủ dưỡng chất.	"[{""start"": 16, ""end"": 24, ""label"": ""NGUYEN_LIEU""}, {""start"": 4, ""end"": 7, ""label"": ""NGUYEN_LIEU""}, {""start"": 16, ""end"": 20, ""label"": ""NGUYEN_LIEU""}, {""start"": 4, ""end"": 11, ""label"": ""NGUYEN_LIEU""}, {""start"": 12, ""end"": 15, ""label"": ""CACH_CHE_BIEN""}, {""start"": 12, ""end"": 14, ""label"": ""CACH_CHE_BIEN""}]"
món rau lang xào tỏi đơn giản nhưng rất thơm ngon, rau lang giòn ngọt kết hợp với tỏi phi tạo nên một món ăn dễ làm, bổ dưỡng.	"[{""start"": 17, ""end"": 20, ""label"": ""NGUYEN_LIEU""}, {""start"": 13, ""end"": 16, ""label"": ""CACH_CHE_BIEN""}, {""start"": 13, ""end"": 15, ""label"": ""CACH_CHE_BIEN""}]"
món canh bí đỏ nấu tôm chay, với bí đỏ mềm mịn, tôm chay và gia vị nhẹ nhàng, tạo nên món canh ngọt thanh và đầy đủ dinh dưỡng cho bữa ăn gia đình.	"[{""start"": 9, ""end"": 14, ""label"": ""NGUYEN_LIEU""}, {""start"": 19, ""end"": 22, ""label"": ""NGUYEN_LIEU""}, {""start"": 68, ""end"": 70, ""label"": ""NGUYEN_LIEU""}, {""start"": 23, ""end"": 27, ""label"": ""NGUYEN_LIEU""}, {""start"": 23, ""end"": 27, ""label"": ""CACH_CHE_BIEN""}, {""start"": 4, ""end"": 8, ""label"": ""CACH_CHE_BIEN""}]"
món rau củ xào chay với cà rốt, đậu que, bông cải xanh, nấm hương, kết hợp với gia vị đậm đà tạo nên một món ăn thanh đạm nhưng rất bổ dưỡng.	"[{""start"": 24, ""end"": 30, ""label"": ""NGUYEN_LIEU""}, {""start"": 32, ""end"": 39, ""label"": ""NGUYEN_LIEU""}, {""start"": 56, ""end"": 59, ""label"": ""NGUYEN_LIEU""}, {""start"": 56, ""end"": 65, ""label"": ""NGUYEN_LIEU""}, {""start"": 41, ""end"": 54, ""label"": ""NGUYEN_LIEU""}, {""start"": 4, ""end"": 10, ""label"": ""NGUYEN_LIEU""}, {""start"": 15, ""end"": 19, ""label"": ""NGUYEN_LIEU""}, {""start"": 11, ""end"": 14, ""label"": ""CACH_CHE_BIEN""}, {""start"": 15, ""end"": 19, ""label"": ""CACH_CHE_BIEN""}, {""start"": 11, ""end"": 13, ""label"": ""CACH_CHE_BIEN""}]"
món cơm chiên chay với đậu hũ, nấm, rau củ và gia vị thơm ngon, mang lại hương vị đặc biệt mà vẫn giữ được sự thanh đạm của món ăn chay.	"[{""start"": 31, ""end"": 34, ""label"": ""NGUYEN_LIEU""}, {""start"": 36, ""end"": 42, ""label"": ""NGUYEN_LIEU""}, {""start"": 23, ""end"": 29, ""label"": ""NGUYEN_LIEU""}, {""start"": 4, ""end"": 7, ""label"": ""NGUYEN_LIEU""}, {""start"": 14, ""end"": 18, ""label"": ""NGUYEN_LIEU""}, {""start"": 8, ""end"": 13, ""label"": ""CACH_CHE_BIEN""}, {""start"": 14, ""end"": 18, ""label"": ""CACH_CHE_BIEN""}]"
món nấm bào ngư xào sả ớt chay, với nấm bào ngư giòn thơm, kết hợp với sả ớt cay nồng tạo nên món ăn đậm đà, thích hợp cho những ai yêu thích vị cay nhẹ.	"[{""start"": 20, ""end"": 22, ""label"": ""NGUYEN_LIEU""}, {""start"": 23, ""end"": 25, ""label"": ""NGUYEN_LIEU""}, {""start"": 4, ""end"": 7, ""label"": ""NGUYEN_LIEU""}, {""start"": 150, ""end"": 152, ""label"": ""NGUYEN_LIEU""}, {""start"": 26, ""end"": 30, ""label"": ""NGUYEN_LIEU""}, {""start"": 16, ""end"": 19, ""label"": ""CACH_CHE_BIEN""}, {""start"": 26, ""end"": 30, ""label"": ""CACH_CHE_BIEN""}, {""start"": 16, ""end"": 18, ""label"": ""CACH_CHE_BIEN""}]"
chúng tôi có món bún chay xào rau củ, đậu hũ và nấm, món ăn đầy đủ chất xơ, dễ tiêu hóa, phù hợp cho một bữa ăn thanh đạm nhưng vẫn đủ năng lượng.	"[{""start"": 79, ""end"": 83, ""label"": ""NGUYEN_LIEU""}, {""start"": 48, ""end"": 51, ""label"": ""NGUYEN_LIEU""}, {""start"": 30, ""end"": 36, ""label"": ""NGUYEN_LIEU""}, {""start"": 38, ""end"": 44, ""label"": ""NGUYEN_LIEU""}, {""start"": 17, ""end"": 20, ""label"": ""NGUYEN_LIEU""}, {""start"": 21, ""end"": 25, ""label"": ""NGUYEN_LIEU""}, {""start"": 26, ""end"": 29, ""label"": ""CACH_CHE_BIEN""}, {""start"": 21, ""end"": 25, ""label"": ""CACH_CHE_BIEN""}, {""start"": 26, ""end"": 28, ""label"": ""CACH_CHE_BIEN""}]"
món salad rau mầm chay với đậu hũ non và sốt mè, một sự kết hợp tuyệt vời giữa các loại rau tươi ngon, cung cấp nhiều vitamin và khoáng chất cho cơ thể.	"[{""start"": 27, ""end"": 33, ""label"": ""NGUYEN_LIEU""}, {""start"": 79, ""end"": 81, ""label"": ""NGUYEN_LIEU""}, {""start"": 27, ""end"": 37, ""label"": ""NGUYEN_LIEU""}, {""start"": 129, ""end"": 132, ""label"": ""NGUYEN_LIEU""}, {""start"": 18, ""end"": 22, ""label"": ""NGUYEN_LIEU""}, {""start"": 129, ""end"": 132, ""label"": ""CACH_CHE_BIEN""}, {""start"": 41, ""end"": 44, ""label"": ""CACH_CHE_BIEN""}, {""start"": 18, ""end"": 22, ""label"": ""CACH_CHE_BIEN""}, {""start"": 4, ""end"": 9, ""label"": ""CACH_CHE_BIEN""}]"
món mì vắt chay xào rau củ với đậu hũ và nấm, xào với gia vị đậm đà tạo nên một món ăn thanh mát nhưng không kém phần hấp dẫn.	"[{""start"": 41, ""end"": 44, ""label"": ""NGUYEN_LIEU""}, {""start"": 20, ""end"": 26, ""label"": ""NGUYEN_LIEU""}, {""start"": 31, ""end"": 37, ""label"": ""NGUYEN_LIEU""}, {""start"": 4, ""end"": 6, ""label"": ""NGUYEN_LIEU""}, {""start"": 11, ""end"": 15, ""label"": ""NGUYEN_LIEU""}, {""start"": 118, ""end"": 121, ""label"": ""CACH_CHE_BIEN""}, {""start"": 16, ""end"": 19, ""label"": ""CACH_CHE_BIEN""}, {""start"": 11, ""end"": 15, ""label"": ""CACH_CHE_BIEN""}, {""start"": 16, ""end"": 18, ""label"": ""CACH_CHE_BIEN""}]"
đừng bỏ lỡ món bánh bao chay nhân đậu xanh và nấm, lớp vỏ mềm mịn, nhân đầy đặn với đậu xanh và nấm thơm ngon, là lựa chọn lý tưởng cho những bữa ăn nhẹ.	"[{""start"": 34, ""end"": 42, ""label"": ""NGUYEN_LIEU""}, {""start"": 46, ""end"": 49, ""label"": ""NGUYEN_LIEU""}, {""start"": 150, ""end"": 152, ""label"": ""NGUYEN_LIEU""}, {""start"": 15, ""end"": 23, ""label"": ""NGUYEN_LIEU""}, {""start"": 24, ""end"": 28, ""label"": ""NGUYEN_LIEU""}, {""start"": 24, ""end"": 28, ""label"": ""CACH_CHE_BIEN""}, {""start"": 15, ""end"": 19, ""label"": ""CACH_CHE_BIEN""}]"
món khoai lang xào nấm chay, khoai lang ngọt ngào được xào với nấm hương và gia vị nhẹ nhàng, tạo nên món ăn dễ làm mà đầy đủ dưỡng chất.	"[{""start"": 46, ""end"": 48, ""label"": ""NGUYEN_LIEU""}, {""start"": 19, ""end"": 22, ""label"": ""NGUYEN_LIEU""}, {""start"": 63, ""end"": 72, ""label"": ""NGUYEN_LIEU""}, {""start"": 4, ""end"": 14, ""label"": ""NGUYEN_LIEU""}, {""start"": 84, ""end"": 86, ""label"": ""NGUYEN_LIEU""}, {""start"": 4, ""end"": 7, ""label"": ""NGUYEN_LIEU""}, {""start"": 23, ""end"": 27, ""label"": ""NGUYEN_LIEU""}, {""start"": 15, ""end"": 18, ""label"": ""CACH_CHE_BIEN""}, {""start"": 4, ""end"": 7, ""label"": ""CACH_CHE_BIEN""}, {""start"": 23, ""end"": 27, ""label"": ""CACH_CHE_BIEN""}, {""start"": 15, ""end"": 17, ""label"": ""CACH_CHE_BIEN""}]"
món chả giò chay với đậu hũ, rau củ và nấm, được cuốn trong bánh tráng chiên giòn, ăn kèm với nước mắm chay, tạo nên món ăn vừa ngon miệng vừa tốt cho sức khỏe.	"[{""start"": 94, ""end"": 102, ""label"": ""NGUYEN_LIEU""}, {""start"": 39, ""end"": 42, ""label"": ""NGUYEN_LIEU""}, {""start"": 99, ""end"": 102, ""label"": ""NGUYEN_LIEU""}, {""start"": 29, ""end"": 35, ""label"": ""NGUYEN_LIEU""}, {""start"": 21, ""end"": 27, ""label"": ""NGUYEN_LIEU""}, {""start"": 60, ""end"": 70, ""label"": ""NGUYEN_LIEU""}, {""start"": 94, ""end"": 98, ""label"": ""NGUYEN_LIEU""}, {""start"": 94, ""end"": 107, ""label"": ""NGUYEN_LIEU""}, {""start"": 12, ""end"": 16, ""label"": ""NGUYEN_LIEU""}, {""start"": 71, ""end"": 76, ""label"": ""CACH_CHE_BIEN""}, {""start"": 12, ""end"": 16, ""label"": ""CACH_CHE_BIEN""}, {""start"": 49, ""end"": 53, ""label"": ""CACH_CHE_BIEN""}, {""start"": 60, ""end"": 64, ""label"": ""CACH_CHE_BIEN""}, {""start"": 66, ""end"": 69, ""label"": ""CACH_CHE_BIEN""}]"
món đậu phụ sốt xì dầu chay, với đậu hũ mềm mịn được nấu cùng sốt xì dầu đậm đà, ăn kèm với cơm trắng nóng hổi, thích hợp cho bữa ăn nhanh gọn mà đầy đủ dưỡng chất.	"[{""start"": 16, ""end"": 22, ""label"": ""NGUYEN_LIEU""}, {""start"": 33, ""end"": 39, ""label"": ""NGUYEN_LIEU""}, {""start"": 4, ""end"": 11, ""label"": ""NGUYEN_LIEU""}, {""start"": 92, ""end"": 95, ""label"": ""NGUYEN_LIEU""}, {""start"": 108, ""end"": 110, ""label"": ""NGUYEN_LIEU""}, {""start"": 16, ""end"": 27, ""label"": ""NGUYEN_LIEU""}, {""start"": 23, ""end"": 27, ""label"": ""NGUYEN_LIEU""}, {""start"": 19, ""end"": 22, ""label"": ""NGUYEN_LIEU""}, {""start"": 12, ""end"": 15, ""label"": ""CACH_CHE_BIEN""}, {""start"": 23, ""end"": 27, ""label"": ""CACH_CHE_BIEN""}]"
chúng tôi có món phở chay với đậu hũ, nấm rơm, rau sống và nước dùng thanh mát, mang lại sự nhẹ nhàng cho những ai yêu thích món ăn không có thịt.	"[{""start"": 38, ""end"": 41, ""label"": ""NGUYEN_LIEU""}, {""start"": 30, ""end"": 36, ""label"": ""NGUYEN_LIEU""}, {""start"": 38, ""end"": 45, ""label"": ""NGUYEN_LIEU""}, {""start"": 17, ""end"": 20, ""label"": ""NGUYEN_LIEU""}, {""start"": 47, ""end"": 55, ""label"": ""NGUYEN_LIEU""}, {""start"": 93, ""end"": 95, ""label"": ""NGUYEN_LIEU""}, {""start"": 59, ""end"": 63, ""label"": ""NGUYEN_LIEU""}, {""start"": 21, ""end"": 25, ""label"": ""NGUYEN_LIEU""}, {""start"": 141, ""end"": 145, ""label"": ""NGUYEN_LIEU""}, {""start"": 21, ""end"": 25, ""label"": ""CACH_CHE_BIEN""}]"
món canh chua từ rau đắng, bông súng và đậu hũ, với nước dùng thanh mát, là món ăn lý tưởng trong những ngày hè oi ả.	"[{""start"": 105, ""end"": 107, ""label"": ""NGUYEN_LIEU""}, {""start"": 40, ""end"": 46, ""label"": ""NGUYEN_LIEU""}, {""start"": 52, ""end"": 56, ""label"": ""NGUYEN_LIEU""}, {""start"": 17, ""end"": 25, ""label"": ""NGUYEN_LIEU""}, {""start"": 27, ""end"": 36, ""label"": ""NGUYEN_LIEU""}, {""start"": 4, ""end"": 8, ""label"": ""CACH_CHE_BIEN""}]"
món rau muống luộc ăn kèm với tỏi phi thơm lừng, là món ăn dân dã nhưng vô cùng hấp dẫn, mang lại sự thanh đạm cho bữa cơm gia đình.	"[{""start"": 30, ""end"": 33, ""label"": ""NGUYEN_LIEU""}, {""start"": 4, ""end"": 13, ""label"": ""NGUYEN_LIEU""}, {""start"": 119, ""end"": 122, ""label"": ""NGUYEN_LIEU""}, {""start"": 14, ""end"": 18, ""label"": ""CACH_CHE_BIEN""}, {""start"": 80, ""end"": 83, ""label"": ""CACH_CHE_BIEN""}]"
chúng tôi phục vụ món salad cải xoong với cà chua bi, dưa leo và hạt chia, kết hợp với sốt dầu giấm, tạo nên một món ăn tươi mát, giàu vitamin.	"[{""start"": 42, ""end"": 49, ""label"": ""NGUYEN_LIEU""}, {""start"": 95, ""end"": 99, ""label"": ""NGUYEN_LIEU""}, {""start"": 54, ""end"": 61, ""label"": ""NGUYEN_LIEU""}, {""start"": 28, ""end"": 37, ""label"": ""NGUYEN_LIEU""}, {""start"": 65, ""end"": 73, ""label"": ""NGUYEN_LIEU""}, {""start"": 42, ""end"": 52, ""label"": ""NGUYEN_LIEU""}, {""start"": 91, ""end"": 94, ""label"": ""NGUYEN_LIEU""}, {""start"": 87, ""end"": 90, ""label"": ""CACH_CHE_BIEN""}, {""start"": 22, ""end"": 27, ""label"": ""CACH_CHE_BIEN""}]"
món canh rau ngót nấu đậu phụ, nước dùng trong suốt, thanh mát kết hợp với đậu phụ mềm mịn, là món ăn nhẹ nhàng nhưng vẫn rất bổ dưỡng.	"[{""start"": 9, ""end"": 17, ""label"": ""NGUYEN_LIEU""}, {""start"": 22, ""end"": 29, ""label"": ""NGUYEN_LIEU""}, {""start"": 103, ""end"": 105, ""label"": ""NGUYEN_LIEU""}, {""start"": 31, ""end"": 35, ""label"": ""NGUYEN_LIEU""}, {""start"": 4, ""end"": 8, ""label"": ""CACH_CHE_BIEN""}]"
món xào măng tươi với nấm và rau cải, măng tươi giòn sần sật kết hợp với nấm và rau cải, xào với gia vị đậm đà, tạo nên món ăn bổ dưỡng, dễ ăn.	"[{""start"": 22, ""end"": 25, ""label"": ""NGUYEN_LIEU""}, {""start"": 8, ""end"": 17, ""label"": ""NGUYEN_LIEU""}, {""start"": 8, ""end"": 12, ""label"": ""NGUYEN_LIEU""}, {""start"": 29, ""end"": 36, ""label"": ""NGUYEN_LIEU""}, {""start"": 4, ""end"": 7, ""label"": ""CACH_CHE_BIEN""}, {""start"": 4, ""end"": 6, ""label"": ""CACH_CHE_BIEN""}]"
món đậu hũ xào cà tím, với đậu hũ vàng giòn xào cùng cà tím mềm mịn, một món ăn đơn giản nhưng rất thơm ngon và dễ làm.	"[{""start"": 4, ""end"": 10, ""label"": ""NGUYEN_LIEU""}, {""start"": 15, ""end"": 21, ""label"": ""NGUYEN_LIEU""}, {""start"": 11, ""end"": 14, ""label"": ""CACH_CHE_BIEN""}, {""start"": 11, ""end"": 13, ""label"": ""CACH_CHE_BIEN""}]"
chúng tôi có món xà lách trộn với rau mầm, quả bơ và hạt hướng dương, ăn kèm với sốt dầu olive và giấm balsamic, rất thích hợp cho những ai yêu thích món ăn nhẹ.	"[{""start"": 98, ""end"": 102, ""label"": ""NGUYEN_LIEU""}, {""start"": 47, ""end"": 49, ""label"": ""NGUYEN_LIEU""}, {""start"": 158, ""end"": 160, ""label"": ""NGUYEN_LIEU""}, {""start"": 17, ""end"": 24, ""label"": ""NGUYEN_LIEU""}, {""start"": 98, ""end"": 111, ""label"": ""NGUYEN_LIEU""}, {""start"": 53, ""end"": 68, ""label"": ""NGUYEN_LIEU""}, {""start"": 85, ""end"": 88, ""label"": ""NGUYEN_LIEU""}, {""start"": 81, ""end"": 84, ""label"": ""CACH_CHE_BIEN""}, {""start"": 25, ""end"": 29, ""label"": ""CACH_CHE_BIEN""}, {""start"": 17, ""end"": 19, ""label"": ""CACH_CHE_BIEN""}]"
món khoai tây nghiền kết hợp với rau củ nướng như bắp cải tím, cà rốt và hành tây, tạo thành món ăn vừa ngon vừa đầy đủ dinh dưỡng.	"[{""start"": 63, ""end"": 69, ""label"": ""NGUYEN_LIEU""}, {""start"": 73, ""end"": 81, ""label"": ""NGUYEN_LIEU""}, {""start"": 50, ""end"": 57, ""label"": ""NGUYEN_LIEU""}, {""start"": 73, ""end"": 77, ""label"": ""NGUYEN_LIEU""}, {""start"": 33, ""end"": 39, ""label"": ""NGUYEN_LIEU""}, {""start"": 4, ""end"": 13, ""label"": ""NGUYEN_LIEU""}, {""start"": 50, ""end"": 61, ""label"": ""NGUYEN_LIEU""}, {""start"": 50, ""end"": 53, ""label"": ""NGUYEN_LIEU""}, {""start"": 4, ""end"": 7, ""label"": ""NGUYEN_LIEU""}, {""start"": 40, ""end"": 45, ""label"": ""CACH_CHE_BIEN""}, {""start"": 4, ""end"": 7, ""label"": ""CACH_CHE_BIEN""}]"
món súp bí đỏ và cải thìa nấu chay, bí đỏ mềm mịn kết hợp với rau cải thìa tươi ngon, là món ăn nhẹ nhàng, đầy đủ vitamin cho cơ thể.	"[{""start"": 17, ""end"": 25, ""label"": ""NGUYEN_LIEU""}, {""start"": 8, ""end"": 13, ""label"": ""NGUYEN_LIEU""}, {""start"": 97, ""end"": 99, ""label"": ""NGUYEN_LIEU""}, {""start"": 62, ""end"": 69, ""label"": ""NGUYEN_LIEU""}, {""start"": 30, ""end"": 34, ""label"": ""NGUYEN_LIEU""}, {""start"": 30, ""end"": 34, ""label"": ""CACH_CHE_BIEN""}]"
món rau cải bẹ xanh xào tỏi, với rau cải xanh tươi ngon, xào với tỏi thơm, tạo nên một món ăn thanh đạm, dễ ăn nhưng không kém phần hấp dẫn.	"[{""start"": 24, ""end"": 27, ""label"": ""NGUYEN_LIEU""}, {""start"": 8, ""end"": 19, ""label"": ""NGUYEN_LIEU""}, {""start"": 33, ""end"": 45, ""label"": ""NGUYEN_LIEU""}, {""start"": 4, ""end"": 11, ""label"": ""NGUYEN_LIEU""}, {""start"": 132, ""end"": 135, ""label"": ""CACH_CHE_BIEN""}, {""start"": 20, ""end"": 23, ""label"": ""CACH_CHE_BIEN""}, {""start"": 20, ""end"": 22, ""label"": ""CACH_CHE_BIEN""}]"
